seq,source,title,location,region_name,date,reserve_end_dt,thumbnail_url,detail_url,store_url,description,hashtags,main_category,sub_category,detail_category,music_genre,mood_tags,activity_tags,theme_tags,space_tags,emotion_tags,audience_tags,vector_summary,region,new_main_category,new_sub_category,exhibition_type,commerciality,new_mood_tags,new_audience_tags
213224,melon,TONE Studio Stay-easy Ep.5 〈수조〉,톤 스튜디오,서울,2026-06-06,2026-06-05 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050717565360b02834-89b5-4ba8-b077-a3fc480ef535.jpg,https://ticket.melon.com/performance/index.htm#/perf/213224,https://ticket.melon.com/performance/index.htm#/perf/213224,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050718064989c7b310-9d2f-4785-b38a-88df958cbe4e.jpg"" title=""TONEStay-easy_SUJO_DETAIL+dd.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,,[],[]
213144,melon,언텔 단독 콘서트 〈Where Is Paradise? vol.2〉,KT&G 상상마당,서울,2026-05-24~ 2026-05-25,2026-05-25 23:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260417160255a3f51e09-bc98-419d-9d50-38e818880991.jpg,https://ticket.melon.com/performance/index.htm#/perf/213144,https://ticket.melon.com/performance/index.htm#/perf/213144,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026041717133702c63f5f-eb16-47f3-8487-b9ef9133b9de.jpg"" title=""260417_%E1%84%80%E1%85%A2%E1%84%8B%E1%85%B5%E1%86%AB+%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%E1%84%8B%E1%85%A5%E1%86%AB%E1%84%90%E1%85%A6%E1%86%AF+%28untell%29.jpg""><br style=""clear:both;""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605061309362f1d4a8d-aa56-4f46-82a4-2ca8bfc3eac2.png"" title=""20260506_%",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""친구"", ""팬덤""]"
213011,melon,- The Trilogy I - 2026 SHINee WORLD VIII : [THE INVERT],KSPO DOME,서울,2026-05-29~ 2026-05-31,2026-05-30 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/03/202603261537383449dfd5-048f-40b3-8909-0585f69cd296.jpg,https://ticket.melon.com/performance/index.htm#/perf/213011,https://ticket.melon.com/performance/index.htm#/perf/213011,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/03/2026032615473434092967-bdba-4a57-8d81-e613aeeb08d2.jpg"" title=""260326__%EC%83%A4%EC%9D%B4%EB%8B%88%EC%BD%98%EC%84%9C%ED%8A%B8_%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%80_KR.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,잠실,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""팬덤""]"
213147,melon,데이비드 번 첫 단독 내한공연 David Byrne Who Is The Sky? Tour,경희대학교 평화의전당,서울,2026-08-21,2026-08-20 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260421135307548b54fa-a2af-4532-adfd-863596a3a5cd.png,https://ticket.melon.com/performance/index.htm#/perf/213147,https://ticket.melon.com/performance/index.htm#/perf/213147,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260422091026809fdbce-7863-419f-ba3e-25ba91db47a8.png"" title=""David+Byrne+Who+Is+The+Sky+Tour_%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5_%E1%84%80%E1%85%AE%E1%86%A8%E1%84%86%E1%85%AE%E1%86%AB_%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB%E1%84%90%E1%85%B5%E1%84%8F%E1%85%A6%E1%86%BA_0421.png""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,브랜드,[],[]
213116,melon,적란운 presents: The Curtain Rises,롤링홀,서울,2026-05-30,2026-05-29 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026041417123196d360e3-63ff-49b3-a1cb-0570db0e3c70.jpg,https://ticket.melon.com/performance/index.htm#/perf/213116,https://ticket.melon.com/performance/index.htm#/perf/213116,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260414171929d63f700d-7098-42e1-9c45-4756906c339c.jpg"" title=""260530+The+Curtain+Rises_%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB%E1%84%90%E1%85%B5%E1%84%8F%E1%85%A6%E1%86%BA_%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,비상업적,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""친구"", ""팬덤""]"
213194,melon,먼데이프로젝트 시즌9 Our Universe [퓨처피어클럽(FuturePeerClub) 단독 콘서트],클럽온에어,서울,2026-05-28,2026-05-27 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260428170716699f1a85-4413-4f57-a183-02f52e1b0f77.jpg,https://ticket.melon.com/performance/index.htm#/perf/213194,https://ticket.melon.com/performance/index.htm#/perf/213194,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260428171136ff1bcaa2-4bf0-49da-8ffe-5336726d76ea.jpg"" title=""%5B%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB%5D%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,비상업적,"[""트렌디한"", ""힙한"", ""감성적인""]","[""20대"", ""친구"", ""팬덤""]"
213091,melon,MONO ‘snowdrop’ Asia Tour 2026 Live in Seoul (with JAMBINAI),KT&G 상상마당 홍대 라이브홀,서울,2026-07-10,2026-07-09 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260408153013d179f87f-4d63-4544-b7c0-cd9f9a2c1513.png,https://ticket.melon.com/performance/index.htm#/perf/213091,https://ticket.melon.com/performance/index.htm#/perf/213091,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260408161637998b3d32-38ce-4113-82d7-f277ea5207a0.jpg"" title=""MONO-%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5-700-%E1%84%8E%E1%85%AC%E1%84%8C%E1%85%A9%E1%86%BC.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,팬덤형,"[""트렌디한"", ""힙한""]","[""20대"", ""팬덤""]"
213223,melon,권그린 단독 콘서트 〈나무에 깃든 소리〉,클럽온에어,서울,2026-05-25,2026-05-23 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260507162044f5a10ccc-c28f-4f11-8cd9-76cdb9b6f295.jpg,https://ticket.melon.com/performance/index.htm#/perf/213223,https://ticket.melon.com/performance/index.htm#/perf/213223,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050816091058180855-cbf7-4274-b45a-6fd5690e0865.jpg"" title=""%EB%82%98%EA%B9%83%EC%86%8C_%EC%83%81%EC%84%B8%EC%9D%B4%EB%AF%B8%EC%A7%80%28%EC%88%98%EC%A0%952%29.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,성수,공연,음악,,비상업적,"[""감성적인""]","[""20대"", ""30대"", ""친구""]"
213180,melon,2026 CREZL FAN CONCERT 〈CREZ:LAND〉,일지아트홀,서울,2026-06-06~ 2026-06-07,2026-06-05 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260424145438d582de74-ec6e-4f79-9943-2c6fa7f8c009.jpg,https://ticket.melon.com/performance/index.htm#/perf/213180,https://ticket.melon.com/performance/index.htm#/perf/213180,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/202604271051393820911c-6930-4fe1-8e2e-aabaf1fb48ac.jpg"" title=""CREZLAND_%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%28KOR%29.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,일산,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""팬덤""]"
213192,melon,디어클라우드 단독 콘서트 ‘우리의 궤도’ : 롤링 31주년 기념공연,롤링홀,서울,2026-06-06,2026-06-05 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260428163530fd102e50-b8e4-4fbf-941d-8267c1a2ae4f.jpg,https://ticket.melon.com/performance/index.htm#/perf/213192,https://ticket.melon.com/performance/index.htm#/perf/213192,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260428163845e3d89900-1048-4aed-9850-4a3c28c97c73.jpg"" title=""%5B%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%5D+0606+%E1%84%83%E1%85%B5%E1%84%8B%E1%85%A5%E1%84%8F%E1%85%B3%E1%86%AF%E1%84%85%E1%85%A1%E1%84%8B%E1%85%AE%E1%84%83%E1%85%B3+dd.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,브랜드,"[""힙한"", ""감성적인""]","[""20대"", ""팬덤""]"
213203,melon,박음질 ; backstitch,우무지,서울,2026-05-29,2026-05-28 23:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260504173739aa3191ca-1e6c-4892-9707-6703ced7a28b.png,https://ticket.melon.com/performance/index.htm#/perf/213203,https://ticket.melon.com/performance/index.htm#/perf/213203,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050417380433e10568-52b2-4b3d-be3d-4f549f69082e.png"" title=""%5B%E1%84%8C%E1%85%A1%E1%86%B8%E1%84%8B%E1%85%B3%E1%86%B7%E1%84%8C%E1%85%B5%E1%86%B8%5D+0529+%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5+%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC.png""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,우무지,전시,아트,개인전,비상업적,"[""트렌디한"", ""감성적인"", ""이색적인""]","[""20대"", ""30대"", ""혼자""]"
213152,melon,정수민 단독 콘서트 ‘whatever’ : 롤링 31주년 기념공연,롤링홀,서울,2026-05-31,2026-05-30 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026042017480908f237f8-3777-4577-b247-4f29eb9edce2.jpg,https://ticket.melon.com/performance/index.htm#/perf/213152,https://ticket.melon.com/performance/index.htm#/perf/213152,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260420175209adc15775-45d5-46c3-915e-c96749a86ae1.jpg"" title=""%5B%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%5D+0531+%E1%84%8C%E1%85%A5%E1%86%BC%E1%84%89%E1%85%AE%E1%84%86%E1%85%B5%E1%86%AB+dd.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,브랜드,"[""트렌디한"", ""감성적인""]","[""20대"", ""30대"", ""팬덤""]"
213238,melon,우예린 단독공연 〈동화;動花〉,KT&G 상상마당 홍대 라이브홀,서울,2026-06-06,2026-06-05 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260511171422350b748f-660a-4475-86dc-7f16d76dbf4d.jpg,https://ticket.melon.com/performance/index.htm#/perf/213238,https://ticket.melon.com/performance/index.htm#/perf/213238,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260511171958fb3160c1-613a-4232-af2f-bfd6184f857d.jpg"" title=""%5B%E1%84%8B%E1%85%AE%E1%84%8B%E1%85%A8%E1%84%85%E1%85%B5%E1%86%AB%5D+%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5-%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,비상업적,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""친구"", ""커플""]"
213176,melon,Drain To The Future,듈 라이브홀,서울,2026-05-30,2026-05-29 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026051111334863759213-5419-452c-94d5-45eb3a42fb40.jpg,https://ticket.melon.com/performance/index.htm#/perf/213176,https://ticket.melon.com/performance/index.htm#/perf/213176,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260511112500b5ef6443-e431-45df-bac8-49b1f9cc37f4.png"" title=""DFU_2026_%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5_v4.png""><br style=""clear:both;"">",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,,,,[],[]
213202,melon,꽃미남 어디갔어? | 밴드마루 단독 콘서트,우무지,서울,2026-05-30,2026-05-29 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260430144502318eb269-8744-47dc-8831-d132cdee625d.jpg,https://ticket.melon.com/performance/index.htm#/perf/213202,https://ticket.melon.com/performance/index.htm#/perf/213202,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260430145329e2d93af6-4263-4d25-8620-3fd019383f92.png"" title=""%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5_%E1%84%8B%E1%85%AE%E1%84%86%E1%85%AE%E1%84%8C%E1%85%B5_0530%E1%84%80%E1%85%A9%E1%86%BC%E1%84%8B%E1%85%A7%E1%86%AB_%E1%84%92%E1%85%A1%E1%86%AB%E1%84%80%E1%85%B3%E1%86%AF.png""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,팬덤형,"[""힙한""]","[""20대"", ""30대"", ""친구""]"
213178,melon,안희수 단독 콘서트 ‘눈물 속의 희망’ : 롤링 31주년 기념 공연,롤링홀,서울,2026-06-04,2026-06-02 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260427090359274182a0-91f3-4d90-9c6b-0f427bd0a6ea.jpg,https://ticket.melon.com/performance/index.htm#/perf/213178,https://ticket.melon.com/performance/index.htm#/perf/213178,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260427090416936e2c43-b07f-4b25-8980-f8057fb74727.jpg"" title=""%5B%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5%5D+0604+%E1%84%8B%E1%85%A1%E1%86%AB%E1%84%92%E1%85%B4%E1%84%89%E1%85%AE.jpg""><br style=""clear:both;"">",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,비상업적,"[""트렌디한""]","[""20대"", ""30대"", ""팬덤""]"
213206,melon,오왠 10주년 기념 팬미팅,연남장,서울,2026-05-23,2026-05-22 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605041345055a48b479-8146-4771-b207-aed4a7bdd0e7.jpg,https://ticket.melon.com/performance/index.htm#/perf/213206,https://ticket.melon.com/performance/index.htm#/perf/213206,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605071701559d2f8404-aede-45d6-b319-cc792c646053.jpg"" title=""2026-05-%E1%84%8B%E1%85%A9%E1%84%8B%E1%85%AB%E1%86%AB-10%E1%84%8C%E1%85%AE%E1%84%82%E1%85%A7%E1%86%AB-%E1%84%91%E1%85%A2%E1%86%AB%E1%84%86%E1%85%B5%E1%84%90%E1%85%B5%E1%86%BC-%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""팬덤"", ""친구""]"
213125,melon,"시소 단독 공연 [Send Love, Hurt Less] in 서울",KT&G 상상마당 홍대,서울,2026-05-31,2026-05-30 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260415165822b6f7ca85-25f8-42cb-bd52-aa100e94d11f.jpg,https://ticket.melon.com/performance/index.htm#/perf/213125,https://ticket.melon.com/performance/index.htm#/perf/213125,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026041516583570641538-e8d2-4654-a275-af0e7d462041.jpg"" title=""%5B%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB%5D%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%28%E1%84%89%E1%85%A5%E1%84%8B%E1%85%AE%E1%86%AF%29.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,홍대,공연,음악,,브랜드,"[""트렌디한""]","[""20대"", ""친구""]"
213189,melon,먼데이프로젝트 시즌9 Try Again [조소정 단독 콘서트],클럽온에어,서울,2026-05-27,2026-05-26 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026042815060618ef197a-a074-4154-b8b9-c0a121bf9ecb.jpg,https://ticket.melon.com/performance/index.htm#/perf/213189,https://ticket.melon.com/performance/index.htm#/perf/213189,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260428150856e97145d7-caf3-4514-91da-cfc967be55da.jpg"" title=""%5B%EB%A9%9C%EB%A1%A0%5D%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%80.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,,[],[]
213134,melon,"2026 빌킨 내한공연 “2026 Billkin Feelquency Tour” in Seoul, South Korea",일산 킨텍스(KINTEX),경기,2026-06-20,2026-06-19 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260416142902188f93cf-bd54-4812-9c4e-d27198c8b967.jpg,https://ticket.melon.com/performance/index.htm#/perf/213134,https://ticket.melon.com/performance/index.htm#/perf/213134,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605071442231a6f93cd-35d8-4d5c-80ed-1903ce5732da.jpg"" title=""BK+detail-KR_0507-2.jpg""><br style=""clear:both;"">",[],공연,콘서트,,[],[],[],[],[],[],[],,일산,공연,음악,,브랜드,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""친구"", ""팬덤""]"
213166,melon,먼데이프로젝트 시즌9 [김반월키 단독 콘서트 “여름에 접어들 무렵”],클럽온에어,서울,2026-05-20,2026-05-19 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/202604231339236daf31fa-d972-4d4c-bb7b-7964be658e64.jpg,https://ticket.melon.com/performance/index.htm#/perf/213166,https://ticket.melon.com/performance/index.htm#/perf/213166,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026042313394224c2525e-6fdd-46ed-a22c-9dc155b2dbf4.jpg"" title=""%5B%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB%5D%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%87%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%AF%E1%86%AF%E1%84%8F%E1%85%B5-01.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,,"[""힙한""]","[""20대"", ""30대"", ""팬덤""]"
213208,melon,Sunsat 단독공연: Lost in the waves,톤 스튜디오,서울,2026-05-24,2026-05-23 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050714375889e12546-a80a-4ccb-a569-a273c49a0039.png,https://ticket.melon.com/performance/index.htm#/perf/213208,https://ticket.melon.com/performance/index.htm#/perf/213208,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/2026050714391610092a43-eb26-41ee-993c-6ec96ed21830.png"" title=""Lost+In+The+Waves+%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%E1%84%8C%E1%85%A5%E1%86%AB%E1%84%83%E1%85%A1%E1%86%AF%E1%84%8B%E1%85%AD%E1%86%BC_%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6.png""><br style=""clear:both;""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260507143921f36fea3a-f3e3-4f1b-93ef-67afa451dfa5.",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,,,,[],[]
213196,melon,sis(시스) ONE-MAN LIVE “PROLOGUE”,스페이스 브릭,서울,2026-06-07,2026-06-05 16:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260507113052bbc03c8c-914c-49c4-8f6a-066fbd09bf17.png,https://ticket.melon.com/performance/index.htm#/perf/213196,https://ticket.melon.com/performance/index.htm#/perf/213196,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/202605071131057124f37d-eb3d-4bdc-bdf2-4f594da62222.png"" title=""sis+ONE-MAN+LIVE+PROLOGUE+%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5_1.png""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/05/20260507113111e8f012eb-9f23-4175-b392-687514e542fa.png"" title=""sis+ONE-MAN+LIVE+PROLOGUE+%E1%84%89%E1%85%A1%E1%86%BC%E1%84%89%E1%85%A6%E1%84%91%E",[],공연,콘서트,,[],[],[],[],[],[],[],,,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인""]","[""20대"", ""팬덤""]"
213191,melon,낯선아이 ‘여름이 오기 전’,클럽온에어,서울,2026-06-07,2026-06-06 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260428155354b738ce20-56c7-4f24-8d11-6d879b7967a3.jpg,https://ticket.melon.com/performance/index.htm#/perf/213191,https://ticket.melon.com/performance/index.htm#/perf/213191,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026042815540910a259f3-763e-47cc-8179-95eceb7c9e25.jpg"" title=""4_%EB%82%AF%EC%84%A0%EC%95%84%EC%9D%B4_%EC%97%AC%EB%A6%84%EC%9D%B4-%EC%98%A4%EA%B8%B0-%EC%A0%84_%EA%B3%B5%EC%97%B0%EC%83%81%EC%84%B8%ED%8E%98%EC%9D%B4%EC%A7%80.jpg"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,빈 문자열,공연,음악,빈 문자열,비상업적,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""30대"", ""친구""]"
213100,melon,TREASURE THE STAGE 2026 IN SEOUL,고려대학교 화정체육관,서울,2026-06-19~ 2026-06-21,2026-06-20 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/2026041308251504c8d79f-4720-46bf-a257-fb792c2b202a.jpg,https://ticket.melon.com/performance/index.htm#/perf/213100,https://ticket.melon.com/performance/index.htm#/perf/213100,"<p><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260422141516ab0630bd-70a6-4f40-aa78-6fc5472bb1f9.jpg"" title=""%ED%8A%B8%EB%A0%88%EC%A0%802_1.jpg""><br style=""clear:both;""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/202604221415251bd5bc2f-240d-4507-9671-71049cb37815.jpg"" title=""%ED%8A%B8%EB%A0%88%EC%A0%802_2.jpg""><br style=""clear:both;"">&nbsp;</p>",[],공연,콘서트,,[],[],[],[],[],[],[],,서울,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인""]","[""20대"", ""팬덤""]"
213104,melon,HIMEHINA WORLD Tour 2026 [LIFETIME is BUBBLIN] in Seoul,예스24 라이브홀 (구 악스코리아),서울,2026-06-28,2026-06-27 10:59,https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260413160743183b38f0-853d-4873-94fe-c36181ca3afc.png,https://ticket.melon.com/performance/index.htm#/perf/213104,https://ticket.melon.com/performance/index.htm#/perf/213104,"<img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/202604221355005c359594-a1c9-415e-97b2-1353162441ba.png"" title=""260422_HimeHina+%E1%84%86%E1%85%A6%E1%86%AF%E1%84%85%E1%85%A9%E1%86%AB%E1%84%90%E1%85%B5%E1%84%8F%E1%85%A6%E1%86%BA+%E1%84%91%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%B5_%E1%84%80%E1%85%AE%E1%86%A8%E1%84%86%E1%85%AE%E1%86%ABnew_01+dd.png""><br style=""clear:both;""><img src=""https://cdnticket.melon.co.kr/resource/image/upload/product/2026/04/20260414133806f09",[],공연,콘서트,,[],[],[],[],[],[],[],,강남,공연,음악,,팬덤형,"[""트렌디한"", ""감성적인"", ""힙한""]","[""20대"", ""커플"", ""팬덤""]"
